اشکبار	'aSkbAr
هیئت‌امنا	hey'at'omanA
اندیشه‌نگار	'andiSenegAr
لق	laq
سزاواری	sezAvAri
بذرک	bazrak
جوهری	jowhari
ریاضت‌کشی	riyAzatkeSi
سلیمه	salime
کم‌کم	kamkam
رفاه‌زدگی	refAhzadegi
تاری	tAri
اساطیری	'asAtiri
نوئل	no'el
عاق	'Aqq
بی‌سروته	bisarotah
ریه	riye
هورت	hort
چهارگوشه	CAhArguSe
کارداری	kArdAri
بموقع	bemowqe'
نام‌آوری	nAmAvari
گندیدگی	gandidegi
خطاب	xatAb
حسامی	hesAmi
تذکاریه	tezkAriyye
بابیه	bAbiyye
کارگزار	kArgozAr
دستباف	dastbAf
شرایین	SarAyin
فهیمی	fahimi
ماکوئی	mAku'i
پیرانه‌سر	pirAnesar
تئاتر	te'Atr
علاقه	'alAqe
ورزش‌درمانی	varzeSdarmAni
ایرانگرد	'irAngard
کدخدایی	kadxodAyi
نفت‌شهر	naftSahr
مهیب	mahib
تعیینی	ta'yini
گوته	gote
غفاری	qaffAri
سامره	sAmere
شور‌‌و‌‌حال	SurohAl
راسو	rAsu
درازمدت	derAzmoddat
فلسطینی‌‌الاصل	felestiniyol'asl
نزده	nazade
دکلمه	deklame
درج‌شده	darjSode
رمان‌نویس	romAnnevis
جناغی	jenAqi
مع‌هذا	ma'hAzA
آگاهی‌دهنده	'AgAhidahande
یزد	yazd
سوادکوه	savAdkuh
کارآموز	kArAmuz
اغفالگر	'eqfAlgar
ازدحام	'ezdehAm
تنیا	tenyA
چچن	CeCen
دوزیست	dozist
جورج	jorj
رمزگذاری	ramzgozAri
ارگوتین	'ergotin
طبعی	taba'i
فرومغناطیس	ferromeqnAtis
سیتو	sito
هپتان	heptAn
چاپخانه‌دار	CApxAnedAr
بی‌چربی	biCarbi
شیو	Siv
ضابطه‌‌مند	zAbetemand
ماری	mAri
قصیده‌‌سرا	qasidesarA
تحشیه	tahSiye
چارواداری	CArvAdAri
اخضر	'axzar
سلمه‌تره	salmetare
آسید	'Aseyd
استعاذه	'este'Aze
پیزوالکتریسیته	pizo'elekterisite
سیدمحمد	seyyedmohammad
بسته‌بندی	bastebandi
دهان‌شویه	dahAnSuye
ریل‌گذاری	reylgozAri
فشرده‌‌سازی	feSordesAzi
وامخواه	vAmxAh
لت	lat
انبرک	'anborak
ریشو	riSu
سلفژ	solfeZ
بهستان	behestAn
سادات	sAdAt
نقاهت	neqAhat
با‌مانع	bAmAne'
محفظه	mahfaze
فیلمخانه	filmxAne
حضیض	haziz
شاهنامه	SAhnAme
اورارتو	'orArtu
گازوئیل	gAzo'il
مرادی	morAdi
کاین	kAyen
نفی‌کننده	nafykonande
نااهلی	nA'ahli
میرجلال‌الدین	mirjalAleddin
دکتر	doktor
مرعشی	mar'aSi
پرتیراژ	portirAZ
اشارت	'eSArat
گلایه	gelAye
ماجد	mAjed
شواهد	SavAhed
شهاب‌‌الدین	SahAbeddin
قتل‌عام	qatle'Am
متمدن	motemadden
بت‌خانه	botxAne
زوائد	zavA'ed
انور	'anvar
ذوب‌آهن	zowbAhan
حرم‌خانه	haramxAne
طیور	toyur
کربنی	karboni
طرایف	tarAyef
بی‌محل	bimahal
آبسکون	'Abeskun
دیجیتالی	dijitAli
خوش‌جنس	xoSjens
ایفاگری	'ifAgari
گلپایگان	golpAyegAn
ناقابل	nAqAbel
سرپانتین	sarpAntin
اقمار	'aqmAr
بحری	bahri
سه‌گانگی	segAnegi
مشتری	moStari
بستانکار	bestAnkAr
برانشی	berAnSi
تخت‌گاه	taxtgAh
سکس	seks
ترکمنستان	torkamanestAn
سیدالوزرا	seyyedolvozarA
حاجی‌پور	hAjipur
فریب	farib
ادعا	'edde'A
نبرد	nabard
ممفیس	memfis
رست	rast
مناره	menAre
شکوفنده	Sokufande
پرزرق‌و‌برق	porzarqobarq
سمنتی	sementi
توصیف‌کننده	towsifkonande
بخردانه	bexradAne
معصومانه	ma'sumAne
مصادقت	mosAdeqat
بیفتک	biftak
احمدزاده	'ahmadzAde
تلفن‌گرام	telefongerAm
غارت	qArat
تکمیل‌شده	takmilSode
هلو	holu
اوجا	'ujA
رزیستانس	rezistAns
زایایی	zAyAyi
نادیا	nAdiyA
دق	deqq
لوچ	luC
اینگونه	'ingune
کاریکلماتور	kArikalemAtur
دکه	dakke
جهانپور	jahAnpur
افزونی	'afzuni
بایگان	bAyegAn
ابنیه	'abniye
شگفتی‌‌ساز	SegeftisAz
عبدود	'abdovad
خواند	xAnd
نقر	naqr
خاکشیرمزاج	xAkSirmezAj
خنیاگری	xonyAgari
وان	vAn
دکلره	dekolore
دل‌چرکین	delCerkin
میانین	miyAnin
رویال	royAl
جهادسازندگی	jahAdesAzandegi
اسحاق	'eshAq
گودرفته	gowdrafte
دو‌ضرب	dozarb
افاضه	'efAze
القاهره	'alqAhere
هزوارش	hozvAreS
مزوزوئیک	mezozo'ik
سبزی	sabzi
الیمامه	'alyamAme
کپیه	kopiye
خواجه	xAje
متلک	matalak
خراب‌آباد	xarAbAbAd
مطبخ	matbax
خطیب	xatib
بنیان‌گذاری	bonyAngozAri
فال‌‌بین	fAlbin
بایسته	bAyeste
نادیده‌انگاری	nAdide'engAri
دوجلدی	dojeldi
اکمل	'akmal
جمع‌گرا	jam'gerA
خوانین	xavAnin
استراتژیکی	'esterAteZiki
شکربار	SekarbAr
هم‌نشست	hamneSast
قیش	qeyeS
توپولف	topolof
شغل	Soql
خاموش	xAmuS
نیک‌نهاد	niknahAd
تخصیص‌داده‌شده	taxsisdAdeSode
زیرگیری	zirgiri
مختاری	moxtAri
پاتال	pAtAl
یونیورسیتی	yuniversiti
تک‌صدایی	taksedAyi
گوشتالو	guStAlu
اسوه	'osve
فلو	fulu
جمجمه‌شناسی	jomjomeSenAsi
سیگار	sigAr
آذرنیا	'AzarniyA
ساتر	sAter
فلج	falaj
لمس	lams
ارجح	'arjah
آل‌ا‌حمد	'Ale'ahmad
حول	howl
تنشی	taneSi
شاشبند	SASband
تراشید	tarASid
خون‌چکان	xunCekAn
معاینه	mo'Ayene
الکس	'aleks
تربیت‌معلم	tarbiyatmo'allem
شیرمرد	Sirmard
خیام	xayyAm
جردن	jordan
شکنبه	Sekanbe
ارومیه	'orumiyye
جاجرم	jAjarm
شمری	Semri
گیوتین	giyotin
جبهه‌گیری	jebhegiri
سوزمانی	suzmAni
شطرنج	Satranj
جگردار	jegardAr
آرگون	'Argon
نواربافی	navArbAfi
دشت‌مغان	daStemoqAn
کشنده	koSande
گمانه	gomAne
تشکل	taSakkol
آب‌گذر	'Abgozar
تمسک	tamassok
ثبوت	sobut
پرسناژ	personAZ
میدانگاه	meydAngAh
دیزل	dizel
حفر‌شده	hafrSode
بازدانگان	bAzdAnegAn
سحرخیز	saharxiz
واژگونه	vAZgune
چندگونگی	Candgunegi
کاشمر	kASmar
گندآب	gandAb
سلامتی	salAmati
اشتعال	'eSte'Al
بر‌روی	barruye
بوجاری	bujAri
پپسین	pepsin
چشم‌سفید	CeSmsefid
خط‌خطی	xatxati
تازه‌پا	tAzepA
شعاع	So'A'
آکروماتیک	'AkromAtik
مکرر	mokarrar
الیکائی	'elikA'i
پیری	piri
صنعت	san'at
مکتوبات	maktubAt
سپاسی	sepAsi
زینت	zinat
استوقدوس	'ostoqoddus
آرامش‌بخش	'ArAmeSbaxS
قیرگون	qirgun
سکان‌دار	sokkAndAr
بتر	batar
بویین‌زهرا	buyinzahrA
فقه	feqh
گمانه‌زن	gamAnezan
خرناس	xornAs
مشیر	moSir
سودانی	sudAni
باسعادت	bAsa'Adat
سودجویانه	sudjuyAne
خوش‌برخورد	xoSbarxord
سیزاب	sizAb
اروندرود	'arvandrud
چند‌لا	CandlA
فرش‌‌فروش	farSfuruS
کیموس	kimus
متفاوت	motefAvet
رفتارشناس	raftArSenAs
پاس‌بخش	pAsbaxS
فعله	fa'le
قلتشن	qotaSan
تملک	tamallok
نفرین	nefrin
آخته	'Axte
تاراج	tArAj
عقیدتی	'aqidati
ماهایا	mAhAyA
خواستگاری	xAstegAri
ساب	sAb
پرنفس	pornafas
روژ	roZ
جمیله	jamile
ناشی	nASi
حرام‌لقمه	harAmloqme
شکوفائی	SokufA'i
بررس	barres
کلسیم	kalsiyom
تشک	toSak
دگرسان	degarsAn
اعلام‌نشده	'e'lAmnaSode
دمدمی	damdami
نگین	negin
استبرک	'estabrak
نخوت	nexvat
میلین	miyelin
خویشاوند‌سالاری	xiSAvandsAlAri
خطیر	xatir
حرف‌و‌حدیث	harfohadis
خرمالو	xormAlu
شکفته	Sekofte
دیناری	dinAri
هسلر	hesler
زائید	zA'id
سرشته	sereSte
کروکی	koruki
خودآموز	xodAmuz
دریانی	daryAni
غلطک	qaltak
یزدجردی	yazdjerdi
مدایح	madAyeh
روبراه	ruberAh
قدامی	qodAmi
ورد	vard
پاتختی	bAtaxti
مصباح‌زاده	mesbAhzAde
ادراری	'edrAri
افشاء	'efSA
بادامک	bAdAmak
ساکت	sAket
سیدنژاد	seyyedneZAd
علایق	'alAyeq
عطر	'atr
اصل	'asl
قهستان	qohestAn
الکتروشیمی	'elekteroSimi
استراتژیک	'esterAteZik
فلورانس	felorAns
گلپر	golpar
محکمه	mahkame
بالین	bAlin
بکر	bekr
عکسبرداری	'aksbardAri
سرپرستار	sarparastAr
بایگانی‌شده	bAygAniSode
بی‌ینال	biyanAl
صلح‌‌طلب	solhtalab
بیماری	bimAri
غیر‌‌صریح	qeyresarih
ورطه	varte
زی	zi
لور	lur
تن‌آسانی	tanAsAni
مقتل‌نویس	maqtalnevis
قومس	qumes
آنالوگ	'AnAlog
خوشاب	xoSAb
رسول	rasul
پره	parre
روضه‌خوانی	rowzexAni
هیجده	hijdah
کوزه	kuze
چراغانی	CerAqAni
به‌حتم	behatme
تعبیری	ta'biri
خاطره	xAtere
آغاز‌شده	'AqAzSode
کلبه	kolbe
ریاض	riyAz
خودشان	xodeSAn
سواره‌‌نظام	savArenezAm
برگ‌ریز	bargriz
شورائی	SowrA'i
اکسیدان	'oksidAn
بالابند	bAlAboland
مسایل	masAyel
منزله	manzale
ریاحی	riyAhi
هوی‌متال	hevimetAl
وحوش	vohuS
جزئیات	joz'iyyAt
لرزش	larzeS
تنی	tani
مخلصه	moxallase
تخماق	toxmAq
رش	raS
صرف‌نظر	sarfenazar
پس‌افت	pasoft
شدائد	SadA'ed
پدیدارشناختی	padidArSenAxti
نهفتگی	nahoftegi
اطمینان	'etminAn
الکترولیز	'elekteroliz
نخودی	noxodi
زارع‌پور	zAre'pur
الیف	'alif
ترجمه‌ای	tarjome'i
استونی	'estoni
نقصان	noqsAn
جزایری	jazAyeri
مهرآور	mehrAvar
رنگبری	rangbari
ضمانت	zemAnat
پنگوئن‌سانان	pango'ansAnAn
گیوه‌بافی	givebAfi
چاپ‌نشده	CApnaSode
دست‌بردار	dastbardAr
رضائی	rezA'i
قانونی	qAnuni
اسکورت	'eskort
کم‌سابقه	kamsAbeqe
خواننده	xAnande
خوار‌بار‌فروش	xArobArfuruS
گردنه	gardane
مصرح	mosrrah
تعیش	ta'ayyoS
سپاه	sepAh
ناوارد	nAvAred
تیماس	timAs
همنهشتی	hamneheSti
سخن‌چین	soxanCin
ناخن	nAxon
خارشتر	xArSotor
میلیتاریزم	militArizm
پلاسمایی	pelAsmAyi
عصیانگر	'osyAngar
حیاتی	hayAti
اردکان	'ardakAn
طلاب	tollAb
مردم‌دوستی	mardomdusti
تماشائی	tamASA'i
ذخیره	zaxire
هشتگرد	haStgerd
عصازنان	'asAzanAn
بازآوری	bAzAvari
ترقی	taraqqi
بر‌نداشته	barnadASte
قابل‌ذکر	qAbelezekr
لوسیون	lusiyon
نو‌آموز	now'Amuz
مظفرآباد	mozaffarAbAd
رنگ‌بندی	rangbandi
ظل‌‌السلطان	zellolsoltAn
سوررئالیستی	surere'Alisti
شعوری	So'uri
سنگال	sangAl
متشتت	moteSattet
دندان‌سازی	dandAnsAzi
صالح	sAleh
سکنجبین	sekanjebin
تقارن	taqAron
پساب	pasAb
بازگشت‌پذیر	bAzgaStpazir
اکیپی	'ekipi
چسبان	CasbAn
تاجرنیا	tAjerniyA
ارتوپد	'ortoped
داغان	dAqAn
عقابها	'oqAbhA
بی‌پناه	bipanAh
درب	darb
کانال	kAnAl
ستاره‌بینی	setArebini
طیب	tayyeb
لائیک	lA'ik
البیان	'albayAn
مخصوص	maxsus
مگس‌پران	magasparAn
تنبه	tanabboh
سرمه‌دوزی	sormeduzi
داستانی	dAstAni
حضوری	hozuri
مختار	moxtAr
قفا	qafA
نصیریان	nasiriyAn
سونا	sonA
حیوانی	heyvAni
توانا	tavAnA
دری	dari
ملین	molayyen
غیرساختاری	qeyresAxtAri
سست‌اراده	sosterAde
پست‌بانک	postbAnk
نواهی	navAhi
هسته‌گیر	hastegir
چرمه	Carme
تاوان	tAvAn
لغایت	leqAyat
کنسول	konsul
افشا	'efSA
پخته	poxte
در‌غیر‌این‌صورت	darqeyre'insurat
تهدیدکننده	tahdidkonande
ورانداز	varandAz
مرضا	marzA
رنج‌دیده	ranjdide
لندن	landan
ابوریحان	'abureyhAn
ارسی	'orosi
کاویانپور	kAvyAnpur
خطه	xette
اسیددار	'asiddAr
رمزخوانی	ramzxAni
رازقی	rAzeqi
بیضوی	beyzavi
زین‌الدین	zeynoddin
هیدروزوآ	hidrozo'A
ایزولاسیون	'izolAsyon
جک	jak
غیراجباری	qeyre'ejbAri
ریزه‌خوار	rizexAr
پاتیناژ	pAtinAZ
کاسترو	kAstero
شخیص	Saxis
پژوهشکده	paZuheSkade
امین‌زاده	'aminzAde
دارالسلام	dArossalAm
تحول‌آفرین	tahavvolAfarin
روتور	rotor
اژدها	'eZdahA
شعارنویسی	So'Arnevisi
درازی	derAzi
النساء	'annesA'
درجات	darajAt
خواب	xAb
متقال	metqAl
ریائی	riyA'i
ازراه	'azrAhe
معتمد	mo'tamed
امیال	'amyAl
خون‌بها	xunbahA
نوترکیبی	nowtarkibi
رفع	raf'
آریانیسم	'AriyAnism
حیران	heyrAn
خردگرائی	xeradgerA'i
اندوه‌آور	'anduhAvar
شاق	SAqq
ماقبل	mAqabl
مرده‌ریگ	morderig
گربه‌سانان	gorbesAnAn
رفو	rofu
نام‌آوا	nAmAvA
علامت‌‌دار	'alAmatdAr
مصباحی	mesbAhi
می‌فروش	meyforuS
باوجوداین‌	bAvujude'in
تجربه‌گرایی	tajrobegerAyi
تعرق	ta'arroq
زایر	zAyer
چندشکلی	CandSekli
زلفی	zolfi
نارسائی	nAresA'i
نقیب‌زاده	naqibzAde
می‌پرست	meyparast
پراند	parAnd
گریوه	garive
خداترسی	xodAtarsi
سرکوب	sarkub
منگوله‌دار	manguledAr
ستبری	setabri
مجیدی	majidi
جالب	jAleb
نقره‌کاری	noqrekAri
شبرنگ	Sabrang
شالی	SAli
منتظم	montazam
ماندگار	mAndegAr
قزاقستانی	qazzAqestAni
سرشکسته	sarSekaste
صدرزاده	sadrzAde
نابالغ	nAbAleq
اومانیستی	'umAnisti
بدهی	bedehi
روح‌القوانین	ruholqavAnin
بافتنی	bAftani
افسانه‌سرا	'afsAnesarA
تنبی	tanabi
سادگی	sAdegi
ربابه	robAbe
جیم	jim
آمیب	'Amib
سبکسر	saboksar
بازنگری	bAznegari
ابر	'abar
ادیتور	'editor
دی‌اکسید	di'oksid
الحمدالله	'alhamdolellAh
تختخوابی	taxtexAbi
غیرمتناهی	qeyremotenAhi
اهمال	'ehmAl
نهضت	nehzat
نثار	nesAr
بشکن	beSkan
کلف	kalaf
معارفه	mo'Arefe
سندی	sanadi
سرمایه‌گذاری	sarmAyegozAri
کولا	kolA
طواف‌‌گاه	tavAfgAh
قرارگیری	qarArgiri
لئوناردو	le'onArdo
شخصیت	Saxsiyyat
نق‌نق	neqneq
لغتی	loqati
لاهوت	lAhut
مدم	modem
محک‌زنی	mahakzani
زنبورستان	zanburestAn
ربوبی	robubi
شاهانه	SAhAne
اضحی	'azhA
فروش	foruS
افروخت	'afruxt
سطلی	satli
پیروی	peyrovi
گلفشان	golfeSAn
آسیب‌ناپذیر	'AsibnApazir
استپ	'estep
ثنائی	sanA'i
رخشندگی	raxSandegi
غشاء	qeSA
طیره	tayra
ژنریک	Zenerik
داروئی	dAru'i
زنجانپور	zanjAnpur
آرتیستی‌	'Artisti
ابرقویه	'abarquye
جوراب‌شلواری	jurAbSalvAri
عاطفه	'Atefe
ابداع	'ebdA'
درآورده	darAvarde
سبزینه	sabzine
خوئینی	xo'ini
پخشندگی	paxSandegi
اوراسیا	'orAsyA
نیسان	neysAn
دیرین‌زیوی	dirinzivi
صدر‌‌عاملی	sadre'Ameli
سیمیا	simiyA
بازرس	bAzras
دررفتگی	darraftegi
شلوغ	Soluq
تاکسی‌رانی	tAksirAni
یخساز	yaxsAz
اپتیک	'optik
گورکانی	gurkAni
میرعلی	mir'ali
مراکز	marAkez
زیاده‌روی	ziyAderavi
اجتناب‌ناپذیر	'ejtenAbnApazir
جدل	jadal
چهارصددستگاه	CAhArsaddastgAh
منجی‌گرایی	monjigerAyi
متلون‌المزاج	motelavvenolmezAj
سوپخوری	supxori
یک‌ساعته	yeksA'ate
نوشتار	neveStAr
تا‌حدودی	tAhodudi
جدا‌افتاده	jodA'oftAde
کریدور	koridor
انتقام‌جویی	'enteqAmjuyi
هیئت‌رئیسه	hey'atre'ise
کوچکی	kuCaki
تحت‌اللفظ	tahtollafz
اسماعیل	'esmA'il
گوشه‌گیر	guSegir
به‌مراتب	bemarAteb
آرتیست	'Artist
فتحعلی‌بیگی	fath'alibeygi
شلیک	Sellik
مشروحه	maSruhe
بندکشی	bandkeSi
رومی‌تبار	rumitabAr
خسروپرویز	xosrowparviz
صاف‌وصادق	sAfosAdeq
شیوع	Soyu'
آکومولاتور	'AkomulAtor
سرگذشت	sargozaSt
ناخواهری	nAxAhari
کورکننده	kurkonande
تغزل	taqazzol
نظریات	nazariyyAt
هدف‌یاب	hadafyAb
پراکنده‌شده	parAkandeSode
فرارو	farArow
صادرات	sAderAt
دریاسالار	daryAsAlAr
برزو	borzu
آن	'An
رزماند	razmAnd
جیب‌‌بری	jibbori
خود	xod
دادنامه	dAdnAme
پریچهر	pariCehr
ضاله	zAlle
متوقف	motevaqqef
کونه	kune
جراحی‌شده	jarrAhiSode
قوقولی	ququli
پیشروی	piSravi
دریوزگی	daryuzegi
نیمسال	nimsAl
آموزندگی	'Amuzandegi
عقار	'aqAr
در‌صدد	darsadade
موضع	mowze'
محروم‌سازی	mahrumsAzi
افلیج	'eflij
عباسیان	'abbAsiyAn
قومیس	qomis
کردستان	kordestAn
خود‌بزرگ‌بینی	xodbozorgbini
مطلقات	motallaqAt
گوگردچی	gugerdCi
عبدالله	'abdollAh
جربزه	jorboze
مرحمت‌آباد	marhamatAbAd
ارتش	'arteS
نیوزیلندی	niyuzilandi
مندرس	mondares
میکده	meykade
باران‌زائی	bArAnzA'i
کوز	kavaz
تحت	tahte
یکجا	yekjA
الشن	'aSSen
بیگاه	bigAh
لنگه	lenge
جنازه	jenAze
واجب	vAjeb
بدوبیراه	badobirAh
کدوییان	kaduyiyAn
بازیافتی	bAzyAfti
بزرگوارانه	bozorgvArAne
هاس	hAs
توقیف	towqif
مشاعره	moSA'ere
استیلا	'estilA
بازگوئی	bAzgu'i
مانورپذیری	mAnovrpaziri
اسیدفولیک	'asidfulik
خورگرفت	xorgereft
کامل‌‌کننده	kAmelkonande
سیک	sik
بستر	bastar
بنی‌قینقاع	baniqaynoqA'
غیاثی	qiyAsi
پیس	pis
پارافین	pArAfin
بداغ	bodAq
جرمانه	jormAne
فاضلاب	fAzelAb
کراوات	kerAvAt
سنتی	sonnati
شیرخور	Sirxor
عراده	'arrAde
بی‌چیز	biCiz
نمدار	namdAr
آرامی	'ArAmi
پرآب	por'Ab
غور	qowr
انسدادی	'ensedAdi
لس	los
آهن‌ربا	'AhanrobA
مقاوم‌سازی	moqAvemsAzi
بهنود	behnud
هفت	haft
اخراج	'exrAj
تخلیه	taxliye
مرارت	marArat
گشاده‌روی	goSAderuy
سردی	sardi
مانویت	mAnaviyyat
آمریکیم	'Amerikiyom
نقطه‌ای	noqte'i
زر	zar
پائیز	pA'iz
راجی	rAji
انبیاء	'anbiyA
سیه‌‌رو	siyahru
خضاب	xazAb
جلیل‌‌القدر	jalilolqadr
فخرالاسلام	faxrol'eslAm
ناشناختنی	nASenAxtani
نامه‌نویسی	nAmenevisi
مهدخت	mahdoxt
یدی	yadi
ماوس	mAows
تردید‌ناپذیر	tardidnApazir
هالیوودی	hAlivudi
تابین	tAbin
قائمی	qA'emi
طالقان	tAleqAn
تهدیدی	tahdidi
تخلفات	taxallofAt
زیادی	ziyAdi
کمباین	kombAyn
والاحضرت	vAlAhazrat
طوطیان	tutiyAn
مضایقه	mozAyeqe
ازاله	'ezAle
فشارسنج	feSArsanj
دریافت	daryAft
آیینه‌داری	'AyinedAri
کمانگر	kamAngar
یغر	yoqor
رقیت	raqiyyat
سیلاب	seylAb
خویشتن	xiStan
سردیس	sardis
بلبشو	belbaSu
حجاری	hajjAri
پرنفوذ	pornofuz
نیمه‌وقت	nimevaqt
شمول	Somul
زکام	zokAm
مومیائی	mumiyA'i
روان‌پزشک	ravAnpezeSk
اردو	'ordu
مشهدالرضا	maShadorrezA
حصار	hesAr
طریق‌‌القدس	tariqolqods
قبالجات	qabAlejAt
آزاد‌اندیش	'AzAdandiS
مرهم	marham
وایت‌برد	vAytbord
تجاوزگر	tajAvozgar
دورویه	doruye
بی‌امتیاز	bi'emtiyAz
چراخور	CerAxor
کشورداری	keSvardAri
ذر	zar
جهانگیری	jahAngiri
آرسنیک	'Arsenik
حجم	hajm
غازیان	qAziyAn
خدمتانه	xedmatAne
رقاع	reqA'
زرنگ	zerang
عدالت	'edAlat
یگانه	yegAne
نصفه	nesfe
کینماتیک	kinemAtik
جوان‌مرگ	javAnmarg
موصی	musi
مهرناز	mehrnAz
خیره‌کننده	xirekonande
ساق‌بند	sAqband
امپریالیستی	'amperyAlisti
نسیم‌شهر	nasimSahr
رول‌پلاک	rolpelAk
حوا	havvA
سکنات	sakanAt
کلمب	kolomb
شش‌‌سالگی	SeSsAlegi
فرشباف	farSbAf
فرزی	ferzi
ایرانی	'irAni
همه	hame
عفیف	'afif
چندملیتی	Candmelliyyati
شاهباز	SAhbAz
حراجی	harAji
روخوانی	ruxAni
تبهگن	tabahgen
ظهیرنژاد	zahirneZAd
